SalleDeBain,surface,chambres,salons,Secteur,price
2,117,3,1,Autre secteur,2100000
3,124,3,1,Maarif,1780000
2,180,3,1,Ain Sebaa,1800000
1,63,2,1,Sbata,410000
2,74,3,1,Oulfa,870000
1,56,2,1,Hay Mohammadi,520000
1,114,3,1,Aïn Chock,1400000
2,138,3,1,2 Mars,1750000
2,126,3,1,Californie,1400000
1,54,2,1,Sidi Maarouf,400000
1,60,2,1,Sidi Maarouf,620000
1,58,1,1,Maarif,1150000
1,105,2,2,Beauséjour,1200000
1,60,2,1,Sidi Maarouf,660000
2,280,4,2,Californie,2900000
1,40,1,1,Palmier,850000
1,88,2,1,Sidi Maarouf,1150000
1,51,1,1,Hay Sadri,430000
2,56,2,1,Oulfa,480000
1,57,2,1,Ain Sebaa,650000
1,68,2,1,Oulfa,650000
3,124,2,2,Autre secteur,2050000
1,145,2,1,Derb Ghallef,1500000
2,156,2,2,2 Mars,1600000
1,67,2,1,Oulfa,580000
2,78,2,1,Sidi Maarouf,760000
2,154,3,3,Racine,2150000
1,56,2,1,Sidi Maarouf,560000
1,57,2,1,Sidi Maarouf,570000
1,59,2,1,Errahma,400000
1,72,2,1,Errahma,540000
1,60,2,1,Sidi Moumen,520000
3,190,3,4,Al Fida,800000
2,138,3,2,Racine,2000000
2,100,2,2,Mers Sultan,1200000
1,68,2,1,Oulfa,400000
2,107,2,1,Maarif,1250000
2,97,2,2,Anfa,1400000
1,82,2,2,Bourgogne,1100000
2,131,3,1,Sidi Moumen,1200000
1,70,2,1,Aïn Borja,700000
1,54,1,1,Palmier,1134000
2,85,3,1,Californie,1174500
1,60,2,1,Oulfa,420000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
1,86,3,1,Sidi Bernoussi,620000
2,140,3,2,Racine,2500000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
1,130,3,2,Aïn Chock,1300000
2,94,2,1,Maarif,1460000
2,112,3,1,Sidi Maarouf,1100000
2,150,3,2,2 Mars,1800000
1,63,2,1,Aïn Chock,570000
3,142,3,1,Belvédère,1350000
1,100,2,1,La Gironde,900000
1,63,2,1,Sbata,410000
3,190,3,1,Autre secteur,2700000
3,217,3,2,Racine,1950000
1,58,2,1,2 Mars,650000
2,173,4,2,Val Fleuri,2300000
2,92,2,1,Bourgogne,1050000
2,81,2,1,Sidi Bernoussi,840000
2,80,2,2,Sidi Othmane,420000
2,128,3,1,Sidi Maarouf,1528000
1,70,3,1,Bourgogne,750000
2,100,2,1,Bourgogne,1300000
1,100,2,2,Centre Ville,1250000
2,123,3,2,Maarif,1700000
1,70,3,1,Errahma,400000
2,86,2,2,Californie,1350000
1,82,2,1,Al Fida,740000
3,100,2,1,Sidi Belyout,3000000
2,78,2,1,Ain Sebaa,850000
1,90,3,1,Oulfa,1600000
1,82,2,1,Oulfa,820000
1,68,2,1,Oulfa,650000
1,65,3,1,Oulfa,450000
2,76,2,1,Route d'Azemmour,840000
1,42,1,1,Palmier,924000
1,68,3,1,Hay Moulay Rachid 2,560000
2,80,2,1,Hay Hassani,660000
2,110,2,2,Californie,1620000
2,128,2,2,Maarif,1400000
2,88,2,1,Oasis,1350000
1,126,2,1,Sidi Maarouf,660000
1,82,2,1,Oulfa,820000
1,68,2,1,Oulfa,650000
1,65,3,1,Oulfa,450000
2,92,2,1,Almaz,1030000
2,192,4,2,Quartier des Hôpitaux,2100000
3,109,3,2,Oulfa,1150000
1,50,2,1,Sbata,550000
1,70,2,1,Sidi Moumen,470000
1,68,2,2,Aïn Borja,700000
2,138,3,1,2 Mars,1550000
2,92,2,1,Roches Noires,900000
3,134,3,1,Bourgogne,2450000
1,68,2,1,Oulfa,650000
2,81,2,1,Sidi Bernoussi,840000
1,67,2,1,Oulfa,580000
2,80,2,2,Sidi Othmane,420000
1,65,3,1,Oulfa,450000
2,120,3,2,La Gironde,900000
1,116,2,1,Mers Sultan,990000
2,132,3,2,Bourgogne,1500000
2,53,2,1,Almaz,550000
2,100,3,1,Beauséjour,1250000
1,62,2,1,Oulfa,490000
2,114,2,1,Maarif,1300000
2,88,2,1,Sidi Maarouf,990000
3,124,3,2,Val Fleuri,1780000
2,78,2,1,Errahma,590000
1,116,2,1,Mers Sultan,1080000
1,49,2,1,Centre Ville,440000
1,68,2,1,Sidi Maarouf,1250000
1,127,2,1,Gauthier,1490000
2,96,3,2,Aïn Chock,1050000
1,55,1,1,Belvédère,760000
1,68,2,1,Oulfa,650000
2,142,3,2,Roches Noires,840000
1,77,2,1,Bournazil,710000
2,72,2,1,Errahma,480000
1,55,2,1,Autre secteur,470000
1,67,2,1,Sidi Othmane,670000
2,192,3,3,Aïn Chock,2000000
1,88,2,2,Hay Mohammadi,630000
1,66,2,1,Ain Sebaa,540000
2,103,2,3,Roches Noires,1030000
1,84,2,1,Sidi Bernoussi,460000
1,59,2,1,Sidi Maarouf,430000
2,135,3,2,Belvédère,1450000
2,112,3,2,Bournazil,1160000
2,167,3,1,Quartier des Hôpitaux,2000000
2,130,3,2,Maarif,1790000
1,65,2,1,Ain Sebaa,700000
1,87,2,1,Al Fida,860000
1,67,2,1,Oulfa,580000
3,111,3,1,Laimoune,1720000
2,126,3,2,Maarif,2200000
1,80,2,1,Sidi Moumen,450000
2,153,2,2,Racine,2100000
3,207,2,3,Quartier des Hôpitaux,2900000
1,106,2,2,Sidi Bernoussi,700000
1,94,3,1,Ain Sebaa,900000
2,103,2,1,Laimoune,1915000
2,97,2,1,Al Qods,1040000
1,85,2,1,Aïn Chock,980000
1,103,2,2,Mers Sultan,1200000
2,87,2,1,Bourgogne,1000000
1,73,3,1,Ain Sebaa,780000
1,65,3,1,Oulfa,450000
2,62,2,2,Ain Sebaa,470000
1,60,2,1,Sidi Moumen,420000
1,77,2,1,Al Fida,720000
2,90,3,1,2 Mars,1400000
1,89,2,2,La Gironde,980000
3,159,3,3,Les Princesses,2400000
2,171,3,2,Belvédère,1800000
2,84,2,2,2 Mars,1050000
1,82,2,1,Oulfa,820000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
1,62,2,1,Belvédère,780000
1,80,2,1,Sidi Bernoussi,500000
1,70,2,1,Sidi Bernoussi,460000
2,96,3,1,Belvédère,1200000
1,109,2,1,Derb Ghallef,1300000
1,54,2,1,Oulfa,450000
2,88,3,1,Ben M'sick,420000
2,100,3,1,Belvédère,1150000
1,75,3,1,Sidi Moumen,520000
2,108,3,1,Sidi Bernoussi,640000
1,48,1,1,Palmier,1116000
1,60,2,1,Zone Industrielle,420000
2,154,3,3,Racine,2150000
2,78,2,1,Sidi Maarouf,760000
2,80,2,2,Sidi Othmane,420000
1,77,3,1,Hay Alfalah,480000
1,66,2,1,Sidi Maarouf,620000
1,109,2,1,Ben M'sick,700000
1,70,2,1,Aïn Chock,680000
2,70,2,1,Hay Mohammadi,630000
1,64,2,1,Ben M'sick,420000
2,112,2,2,La Gironde,860000
1,60,2,1,Sbata,420000
2,128,3,1,Autre secteur,740000
1,100,3,1,Maarif,1200000
1,61,2,1,Sidi Maarouf,430000
2,70,2,1,Roches Noires,730000
1,80,2,1,Belvédère,950000
1,82,2,1,Oulfa,820000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
2,105,2,1,Maarif,1280000
2,151,3,2,Derb Ghallef,1890000
2,126,2,2,Quartier des Hôpitaux,1750000
1,96,2,1,Ain Sebaa,780000
1,94,2,2,Sidi Moumen,670000
2,127,2,1,Mers Sultan,1400000
2,118,3,1,Ferme Bretone,2250000
1,51,1,1,Maarif,1000000
1,93,2,1,Quartier des Hôpitaux,1100000
1,68,2,1,Oulfa,650000
1,65,3,1,Oulfa,450000
1,61,2,1,Sidi Othmane,500000
1,58,2,1,Aïn Chock,520000
2,120,3,3,Sidi Maarouf,1100000
1,67,2,1,Sidi Maarouf,430000
1,77,2,1,Aïn Borja,590000
1,64,2,1,Oulfa,450000
1,130,2,1,Maarif,1550000
2,154,3,2,Anfa,2500000
2,81,2,1,Oasis,1270000
1,51,1,1,Beauséjour,809000
2,154,3,3,Racine,2150000
2,134,2,2,Belvédère,1200000
2,178,3,1,2 Mars,2000000
1,67,2,1,Bourgogne,995000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
1,65,2,1,Sbata,645000
2,132,3,2,Val Fleuri,2100000
1,79,2,1,Ain Sebaa,700000
1,53,2,1,Sidi Moumen,500000
2,113,2,1,2 Mars,1400000
1,68,2,1,Oulfa,650000
2,109,3,1,La Gironde,1300000
1,83,2,1,Aïn Chock,700000
2,140,3,2,Belvédère,1700000
3,202,3,3,Quartier des Hôpitaux,3000000
2,112,2,2,Ben Ejdia,1200000
1,72,2,1,Sidi Maarouf,540000
2,92,3,1,Autre secteur,690000
1,55,1,1,Ferme Bretone,1390000
2,40,1,1,Les Princesses,1070000
1,67,2,1,Al Madina Aljadida,650000
2,86,2,1,Centre Ville,750000
2,108,3,1,Hay Laymouna,1550000
2,84,4,2,Oulfa,730000
1,68,2,1,Sidi Moumen,440000
1,82,2,1,Oulfa,820000
1,65,3,1,Oulfa,450000
2,100,2,1,Ain Sebaa,920000
1,77,2,1,Ben M'sick,750000
1,58,2,1,Belvédère,650000
1,50,1,1,Maarif,1050000
1,48,2,1,Hay Hassani,480000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
1,126,4,1,Bournazil,880000
1,51,1,1,Beauséjour,809000
2,80,2,2,Sidi Othmane,420000
2,78,2,1,Sidi Maarouf,760000
2,211,3,2,Maarif,2000000
2,198,3,2,Centre Ville,1750000
2,76,2,2,Ain Sebaa,860000
1,70,2,1,Autre secteur,620000
1,58,2,1,Sidi Maarouf,580000
2,113,3,1,Hermitage,1440000
1,68,2,1,Oulfa,650000
1,62,2,1,Sidi Moumen,400000
1,103,2,2,Sidi Bernoussi,980000
2,50,2,1,Oulfa,520000
2,76,2,1,Sidi Bernoussi,420000
1,65,3,1,Oulfa,450000
1,75,2,1,Roches Noires,750000
1,60,2,1,Hay Moulay Rachid 6,400000
2,54,2,1,Oulfa,450000
2,154,3,1,Val Fleuri,2300000
2,156,3,1,Maarif,1850000
1,140,1,2,Sidi Bernoussi,1100000
2,141,2,1,Sidi Bernoussi,1250000
1,66,2,1,Sidi Bernoussi,400000
1,59,2,1,Oulfa,450000
1,83,2,1,Autre secteur,1100000
1,103,2,1,Bourgogne,1030000
1,54,2,1,Sidi Maarouf,430000
1,100,3,1,Hay Hassani,1000000
2,120,2,1,Belvédère,1000000
1,69,2,1,Sidi Maarouf,600000
1,72,2,1,Sidi Moumen,550000
3,166,3,2,Californie,2650000
1,65,3,1,Oulfa,450000
1,58,2,1,Hay Mohammadi,425000
3,142,3,1,Bourgogne,1920000
1,57,2,1,Oulfa,550000
1,68,2,1,Oulfa,650000
1,142,3,1,Racine,1980000
2,92,2,1,Bourgogne,1050000
1,67,2,1,Oulfa,580000
2,80,2,2,Sidi Othmane,420000
1,79,2,1,Derb Ghallef,1000000
1,70,3,1,Errahma,420000
3,197,3,1,Gauthier,2760000
1,70,1,1,Al Fida,640000
2,100,3,1,Oulfa,1012000
1,131,2,1,Maarif,1800000
1,68,2,1,Oulfa,650000
1,66,1,1,Beauséjour,610000
2,87,2,1,Maarif,1485000
1,90,1,1,Maarif,1315000
2,129,2,2,2 Mars,1700000
2,86,2,1,Californie,1350000
2,133,4,2,Belvédère,1250000
1,90,2,1,Aïn Chock,1200000
1,70,2,1,Sidi Maarouf,480000
1,64,2,1,Autre secteur,480000
2,80,2,1,Oulfa,850000
2,230,4,2,Sidi Moumen,1600000
1,50,2,1,Errahma,420000
2,79,2,1,Aïn Borja,790000
1,82,2,1,Aïn Chock,1200000
1,225,4,3,Ben Ejdia,2200000
1,75,2,2,Hay Mohammadi,690000
1,106,2,1,Roches Noires,900000
2,300,4,2,Oulfa,2600000
1,90,3,1,Autre secteur,700000
1,61,2,1,Oulfa,700000
1,82,2,1,Oulfa,820000
1,68,2,1,Oulfa,650000
1,65,3,1,Oulfa,450000
2,95,2,1,Aïn Borja,800000
2,79,3,1,Oulfa,450000
2,123,3,1,Maarif,1750000
1,58,1,1,Maarif,900000
3,124,3,3,Maarif,2400000
2,78,2,1,Sidi Maarouf,760000
2,154,3,3,Racine,2150000
2,92,2,1,Bourgogne,1050000
1,78,2,1,Aïn Borja,690000
2,112,3,1,Mers Sultan,1250000
1,82,2,1,Oulfa,820000
2,112,3,1,Lissasfa,950000
1,96,2,1,Maarif,1152000
1,78,2,1,Sidi Moumen,550000
2,118,3,1,Val Fleuri,1850000
2,64,2,1,Lissasfa,610000
1,57,2,1,Sidi Bernoussi,400000
3,64,4,2,Sidi Othmane,1600000
1,84,2,1,Sidi Bernoussi,450000
1,72,2,1,Aïn Chock,870000
1,60,2,1,La Gironde,620000
1,56,1,1,Ben M'sick,900000
1,76,2,1,Hay Sadri,690000
2,84,2,1,Sidi Bernoussi,620000
1,55,2,1,Hay Hassani,620000
1,62,2,1,Sidi Bernoussi,400000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
2,78,2,1,Val Fleuri,1160000
2,142,4,3,Route d'El Jadida,1400000
2,128,3,1,La Gironde,1400000
1,91,2,2,Belvédère,950000
1,44,1,1,Bourgogne,480000
1,50,1,1,Bourgogne,480000
1,60,2,1,Ain Sebaa,420000
1,74,2,2,Sidi Moumen,480000
1,58,2,1,Aïn Chock,580000
3,115,3,1,Oasis,2380000
2,89,2,1,Laimoune,1380000
2,110,3,1,Al Fida,1200000
1,54,2,2,Oulfa,460000
2,77,3,1,Errahma,479000
1,75,2,1,Aïn Borja,750000
2,92,2,1,Bourgogne,1050000
2,81,2,1,Sidi Bernoussi,840000
2,154,3,3,Racine,2150000
2,160,4,1,Ben M'sick,1110000
1,80,2,1,Sidi Bernoussi,650000
1,60,2,1,Californie,930000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
1,71,2,1,Errahma,590000
1,82,2,1,Oulfa,820000
1,80,2,2,Hay Hassani,640000
2,78,2,1,Oulfa,690000
1,78,2,1,Aïn Chock,740000
1,61,2,1,Sidi Bernoussi,520000
2,120,3,1,Quartier des Hôpitaux,2000000
2,55,2,1,Sidi Moumen,460000
1,69,1,1,Laimoune,770000
2,193,3,3,Maarif,3000000
1,65,3,1,Oulfa,450000
1,82,2,1,Oulfa,820000
2,87,2,1,Centre Ville,1300000
1,80,1,2,Sidi Bernoussi,550000
1,74,2,1,Ben M'sick,610000
2,90,2,2,Aïn Chock,1050000
2,101,3,1,Oulfa,1150000
1,113,2,1,Beauséjour,1300000
1,112,2,2,Al Fida,860000
1,65,2,1,Oulfa,650000
3,160,3,2,Route d'El Jadida,2900000
1,65,3,1,Oulfa,450000
2,217,3,1,Maarif,1900000
1,100,3,1,Aïn Chock,960000
2,160,3,1,Centre Ville,1100000
1,54,2,1,Sidi Moumen,450000
2,163,3,1,Ain Sebaa,880000
1,67,2,1,2 Mars,700000
1,79,2,2,Mers Sultan,720000
2,80,2,1,Derb Ghallef,1200000
3,111,3,1,Laimoune,1720000
2,126,3,2,Maarif,2200000
2,78,2,1,Sidi Maarouf,760000
2,94,2,2,Oasis,1300000
1,50,2,1,Sidi Maarouf,420000
2,98,2,1,Laimoune,1600000
1,80,2,1,Sidi Moumen,445000
2,90,3,2,Almaz,1100000
1,70,2,1,Ain Sebaa,720000
1,44,1,1,Bourgogne,480000
1,71,3,1,Sidi Bernoussi,450000
2,163,3,2,Ain Sebaa,900000
1,57,2,1,Sidi Maarouf,569999
2,90,2,1,Al Qods,1100000
1,98,2,1,Roches Noires,800000
1,60,2,1,Lissasfa,400000
1,74,2,1,Sidi Maarouf,880000
2,108,4,1,Ain Sebaa,1250000
1,80,2,1,Aïn Borja,800000
2,96,2,1,Sidi Maarouf,930000
1,64,2,1,Hay Moulay Rachid,430000
1,68,2,1,Oulfa,650000
1,65,3,1,Oulfa,450000
2,152,3,1,Anfa,1899999
1,66,2,1,Sidi Moumen,460000
2,90,2,1,Les Princesses,2070000
1,76,2,1,Hay Mohammadi,570000
2,91,2,1,Californie,1220000
2,102,3,2,Ain Sebaa,1190000
3,61,3,1,Sidi Maarouf,1540000
3,180,3,2,Racine,2800000
1,48,1,1,Aïn Chock,720000
2,67,2,1,Sidi Bernoussi,400000
2,124,2,1,Centre Ville,700000
1,83,2,1,Californie,980000
2,126,2,2,Maarif,1600000
2,150,3,2,Hay Mohammadi,990000
2,118,2,1,Val Fleuri,2150000
2,78,2,1,Sidi Maarouf,760000
2,81,2,1,Sidi Bernoussi,840000
1,101,2,2,Aïn Borja,990000
1,68,2,1,Oulfa,650000
2,83,2,1,Aïn Chock,1300000
1,68,2,1,Sidi Maarouf,670000
2,103,2,2,Hay Hassani,1300000
2,144,3,1,Hermitage,1800000
2,163,3,2,Ain Sebaa,900000
1,57,2,1,Oulfa,450000
1,75,2,1,Sbata,480000
1,88,2,2,Hay Hassani,960000
1,54,1,1,Al Qods,450000
1,64,2,1,Oulfa,430000
2,117,3,1,Maarif,2050000
1,88,2,1,Aïn Borja,920000
1,142,2,1,Hay Mohammadi,900000
2,125,3,2,Quartier des Hôpitaux,1850000
1,82,2,1,Oulfa,820000
1,96,2,1,Hay Alfalah,580000
2,144,3,2,Ain Sebaa,900000
2,75,2,1,Sidi Moumen,620000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
2,81,2,1,Sidi Maarouf,950000
1,109,2,1,Ben M'sick,600000
1,80,2,2,Oulfa,800000
3,150,3,2,Roches Noires,1300000
1,112,3,1,Belvédère,1360000
1,72,3,1,Hay Moulay Rachid 4,500000
1,56,2,1,Sidi Othmane,480000
3,145,3,2,Almaz,1800000
2,250,3,2,Almaz,2200000
2,110,2,1,Bourgogne,1650000
1,56,2,1,Aïn Chock,570000
2,98,2,2,Californie,1350000
3,160,3,2,Californie,2500000
2,124,2,1,Anfa,700000
3,111,3,1,Laimoune,1720000
2,80,2,2,Sidi Othmane,420000
1,101,2,2,Aïn Borja,990000
2,122,3,1,Ferme Bretone,2340000
1,82,2,1,Oulfa,800000
1,68,2,1,Oulfa,650000
1,65,3,1,Oulfa,450000
1,58,2,1,Ain Sebaa,620000
2,110,3,1,Roches Noires,960000
1,102,3,1,Oulfa,880000
2,105,3,1,Sidi Maarouf,1250000
2,261,2,2,Belvédère,1370000
1,76,2,1,Hay Hassani,680000
2,73,2,1,Sidi Moumen,510000
2,121,3,1,Val Fleuri,1600000
2,75,2,1,Sidi Moumen,515000
2,118,2,1,Bourgogne,1600000
1,112,3,3,Oulfa,1100000
2,163,3,1,Ain Sebaa,950000
1,95,2,1,Sidi Bernoussi,550000
1,82,2,2,Oulfa,720000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
1,82,2,1,Oulfa,820000
2,172,3,2,Val Fleuri,2600000
2,122,3,1,Ain Sebaa,1070000
2,109,2,1,Ain Sebaa,657000
2,79,3,1,Hay Mohammadi,880000
2,76,2,2,Ain Sebaa,860000
2,144,3,1,Bourgogne,1450000
2,124,2,1,Centre Ville,700000
2,101,2,1,La Gironde,900000
1,77,4,1,Sidi Moumen,924000
1,80,2,1,Anfa,480000
2,108,3,1,Quartier des Hôpitaux,1500000
3,190,3,2,2 Mars,2470000
1,82,2,1,Oulfa,820000
1,65,3,1,Oulfa,450000
2,126,3,2,Maarif,2200000
2,81,2,1,Oasis,1270000
2,154,3,3,Racine,2150000
1,56,1,1,Autre secteur,600000
2,78,2,2,Ain Sebaa,920000
2,103,3,2,Ain Sebaa,1200000
1,110,3,2,Hay Mohammadi,700000
1,50,1,1,Al Qods,530000
1,86,3,1,Casablanca Finance City,700000
3,101,3,1,Laimoune,1560000
1,82,2,1,Oulfa,820000
2,131,2,2,Val Fleuri,1880000
2,128,3,1,Sidi Maarouf,1350000
1,100,3,1,Bournazil,800000
2,77,3,1,Sidi Moumen,580000
1,98,2,1,Belvédère,1000000
1,68,2,1,Oulfa,650000
2,144,3,2,Oulfa,1100000
1,78,2,1,Sbata,480000
2,108,2,1,Sidi Maarouf,780000
1,80,2,1,Autre secteur,480000
3,250,4,1,Maarif,3000000
3,150,3,2,Californie,2700000
1,65,2,1,Sidi Maarouf,630000
2,55,1,1,Autre secteur,480000
1,88,1,1,Belvédère,620000
2,80,2,1,Hay Mohammadi,650000
1,65,2,1,Sbata,645000
2,124,3,2,Californie,1700000
2,80,2,1,Sidi Moumen,600000
3,183,3,2,Quartier des Hôpitaux,2300000
1,68,2,1,Oulfa,650000
1,65,3,1,Oulfa,450000
1,60,2,1,Oulfa,440000
1,76,2,1,Sbata,440000
1,62,2,1,Sidi Moumen,400000
1,64,1,1,Casablanca Finance City,1600000
1,78,2,1,Sidi Bernoussi,560000
2,154,3,3,Racine,2150000
1,67,2,1,Oulfa,580000
2,126,3,2,Maarif,2200000
2,73,3,1,Oulfa,560000
2,91,3,1,Sidi Moumen,450000
2,151,3,3,Hay Mohammadi,900000
3,90,2,1,Laimoune,950000
1,100,3,1,Al Qods,1180000
1,64,2,1,Ain Sebaa,610000
2,92,2,1,Ferme Bretone,1517100
1,82,2,1,Oulfa,820000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
2,80,4,1,Ben M'sick,650000
1,120,2,1,Al Qods,750000
2,93,3,1,Oulfa,1000000
1,46,2,1,Oulfa,430000
1,97,2,1,Sidi Bernoussi,550000
1,82,2,1,Oulfa,820000
1,68,2,1,Oulfa,650000
2,106,3,1,La Gironde,1160000
1,100,2,1,Aïn Chock,930000
2,77,2,1,Oulfa,800000
1,65,3,1,Oulfa,450000
1,100,3,1,Sidi Moumen,1560000
1,68,2,1,Oulfa,650000
1,74,2,1,Ben M'sick,620000
1,71,2,1,Hay Albaraka,620000
1,70,2,1,Sidi Bernoussi,420000
1,63,1,1,Maarif,1200000
1,170,3,1,Oulfa,940000
1,46,2,1,Sidi Maarouf,500000
2,60,2,1,Sidi Bernoussi,540000
2,95,3,1,Sidi Maarouf,950000
1,65,3,1,Oulfa,450000
1,82,2,1,Oulfa,820000
1,68,2,1,Oulfa,650000
2,72,2,1,Almaz,650000
2,126,3,2,Maarif,2200000
2,154,3,3,Racine,2150000
2,81,2,1,Sidi Bernoussi,840000
3,181,3,2,Quartier des Hôpitaux,2550000
1,60,2,1,Ain Sebaa,580000
2,137,3,1,Quartier des Hôpitaux,1600000
1,49,2,1,Oulfa,500000
3,216,4,2,Errahma,1100000
2,69,2,1,Ain Sebaa,759000
1,80,2,1,Maarif,1320000
2,138,3,1,Maarif,1250000
2,140,3,1,Derb Ghallef,1750000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
1,84,1,1,Oulfa,750000
1,53,2,1,Belvédère,750000
2,144,2,1,Maarif,1490000
2,85,2,1,Bourgogne,1200000
3,160,3,1,Californie,1730000
3,214,3,3,2 Mars,2500000
2,167,3,2,Quartier des Hôpitaux,2000000
1,82,2,1,Oulfa,820000
1,65,3,1,Oulfa,450000
1,79,2,1,Hay Moulay Rachid,540000
2,127,3,1,Californie,1580000
1,270,5,2,Hay Mohammadi,1400000
2,74,3,1,Almaz,1100000
1,61,2,1,Oulfa,600000
1,68,2,1,Ain Sebaa,440000
2,68,1,2,Aïn Chock,820000
1,63,2,1,Oulfa,520000
1,65,3,1,Oulfa,450000
2,115,3,1,Almaz,1199997
2,79,2,1,Almaz,800000
1,47,1,1,La Gare,705000
2,120,3,1,Centre Ville,1300000
1,105,3,1,Belvédère,950000
1,58,2,1,Sidi Maarouf,500000
2,81,2,1,Sidi Bernoussi,840000
2,92,2,1,Bourgogne,1050000
1,67,2,1,Oulfa,580000
1,82,2,1,Oulfa,820000
1,65,3,1,Oulfa,450000
1,82,2,1,Sidi Bernoussi,820000
2,105,3,1,Oulfa,850000
2,123,2,2,Al Fida,850000
2,119,4,2,Centre Ville,1350000
1,70,2,1,Sidi Moumen,500000
1,91,3,2,Ben M'sick,780000
2,91,3,1,Sidi Moumen,450000
2,160,3,2,Quartier des Hôpitaux,2470000
1,56,1,1,Maarif,1170000
1,75,2,1,Hay Hassani,580000
2,150,3,1,Belvédère,1000000
1,63,2,2,Sidi Bernoussi,430000
1,72,2,1,Sbata,400000
2,182,3,2,Belvédère,1700000
2,114,3,1,Sidi Maarouf,1280000
1,53,2,1,Errahma,400000
1,73,2,1,Sidi Maarouf,780000
2,62,2,1,Roches Noires,600000
2,88,2,2,Sidi Maarouf,695000
2,120,3,1,Aïn Chock,1120000
1,65,3,1,Oulfa,450000
2,134,3,1,Ain Sebaa,1300000
1,69,2,1,Sidi Moumen,580000
2,80,3,1,Sidi Maarouf,680000
1,60,2,1,Ain Sebaa,480000
2,160,2,1,Beauséjour,1790000
2,96,2,1,Sidi Maarouf,975000
2,108,3,1,Californie,985000
2,114,3,1,Belvédère,1700000
2,155,3,1,Bourgogne,1800000
1,52,2,1,Oulfa,410000
1,82,2,1,Oulfa,820000
1,65,3,1,Oulfa,450000
1,67,2,1,Oulfa,580000
2,126,3,2,Maarif,2200000
3,111,3,1,Laimoune,1720000
2,187,4,1,Maarif,1250000
1,65,2,1,Sidi Moumen,420000
4,209,3,1,Hay Hassani,1550000
2,93,3,1,Maarif,1600000
2,68,2,2,Sidi Maarouf,646000
2,83,2,1,Oasis,1300000
1,72,2,1,Oulfa,790000
2,180,3,2,2 Mars,2500000
1,75,1,1,Al Fida,450000
2,145,2,2,Oulfa,1300000
1,60,2,1,Sidi Bernoussi,480000
1,65,3,1,Oulfa,450000
1,82,2,1,Oulfa,850000
1,58,2,1,Aïn Chock,440000
1,68,2,1,Oulfa,650000
1,104,2,1,La Gironde,1000000
1,60,2,1,Aïn Chock,500000
2,59,2,1,Errahma,3000000
2,112,3,1,Errahma,960000
2,74,2,1,Laimoune,750000
2,118,2,2,Beauséjour,2000000
1,107,2,2,Sidi Bernoussi,600000
1,80,2,1,Belvédère,1050000
2,91,2,1,Sidi Maarouf,1120000
1,99,2,1,Aïn Chock,1100000
1,92,2,1,Quartier des Hôpitaux,900000
2,103,2,1,Ferme Bretone,1850000
2,116,3,1,Maarif,1450000
1,68,2,1,Oulfa,650000
1,82,2,1,Oulfa,820000
1,68,2,1,Oulfa,650000
1,147,3,2,Ben Ejdia,1300000
1,63,2,1,Oulfa,680000
2,61,2,1,Sidi Moumen,420000
2,86,3,1,Bournazil,670000
2,78,2,1,Sidi Maarouf,760000
2,81,2,1,Sidi Bernoussi,840000
2,92,2,1,Bourgogne,1050000
1,70,2,1,Belvédère,600000
2,98,2,2,Beauséjour,1350000
1,88,3,1,La Gironde,740000
1,80,2,1,Oulfa,800000
1,70,2,1,Sidi Moumen,450000
1,68,2,1,Oulfa,650000
2,105,2,1,C.I.L,1800000
1,50,2,1,Sidi Maarouf,480000
2,128,3,2,Hay Hassani,1200000
1,71,2,1,Bournazil,600000
2,90,2,2,Maarif,1400000
1,68,2,1,Oulfa,650000
1,82,2,1,Oulfa,800000
2,106,2,2,Triangle d'Or,1900000
1,62,2,2,Oulfa,490000
2,81,2,1,Roches Noires,890000
2,92,1,1,Maarif,1000000
1,91,2,1,Centre Ville,870000
2,90,2,1,Bourgogne,1000000
1,88,3,1,La Gironde,740000
2,95,3,1,Anfa,1000000
1,75,2,1,Californie,940000
1,120,2,1,Derb Omar,1400000
1,83,2,1,Aïn Chock,700000
2,119,2,1,Californie,1600000
1,72,2,1,Sidi Moumen,600000
1,80,2,1,Oulfa,800000
1,68,2,1,Oulfa,650000
1,74,2,1,La Gironde,680000
1,60,2,1,Ain Sebaa,420000
3,137,3,3,Autre secteur,1850000
1,57,2,1,Ain Sebaa,530000
2,84,2,1,Ain Sebaa,860000
1,58,2,1,Bourgogne,600000
3,131,3,1,Casablanca Finance City,2030000
1,51,1,1,Beauséjour,809000
