SalleDeBain,surface,chambres,salons,Secteur,price
2,129,3,2,Val Fleuri,1800000
3,191,3,2,2 Mars,2149999
1,73,2,1,Oulfa,750000
1,100,2,1,Aïn Chock,800000
1,50,1,1,Aïn Chock,500000
2,182,3,2,2 Mars,2100000
2,120,3,1,Maarif,1480000
2,78,2,1,Sidi Maarouf,760000
2,81,2,1,Oasis,1270000
2,126,3,2,Maarif,2200000
1,84,2,1,Sidi Bernoussi,420000
1,49,1,1,Riviera,1180000
1,79,2,1,Sidi Bernoussi,580000
1,60,2,1,Hay Mohammadi,420000
1,82,2,1,Oulfa,850000
2,114,2,1,Abdelmoumen,1290000
1,70,4,1,Errahma,500000
1,85,3,1,Sidi Bernoussi,840000
2,100,3,2,Oulfa,970000
2,187,3,2,Gauthier,2900000
2,107,3,1,Beauséjour,1260000
2,157,4,1,Val Fleuri,2750000
2,160,3,2,2 Mars,1950000
1,71,2,1,Sidi Moumen,700000
2,97,2,1,Aïn Borja,780000
2,118,3,1,Bourgogne,1500000
2,75,2,1,Aïn Borja,1100000
2,93,3,1,Centre Ville,1200000
1,77,2,1,Aïn Chock,790000
1,90,2,1,Aïn Borja,730000
3,148,3,2,La Gironde,1700000
1,84,2,1,Ben Ejdia,660000
1,76,2,1,Bourgogne,1050000
1,66,2,1,Sidi Moumen,460000
1,104,2,2,Centre Ville,1200000
2,66,2,1,Aïn Chock,1200000
2,222,3,1,Anfa,3000000
1,93,2,1,Al Fida,790000
2,100,2,2,Beauséjour,1500000
2,137,3,2,Val Fleuri,1400000
3,196,3,3,Bourgogne,2300000
2,99,3,2,Lissasfa,925000
2,117,3,2,Ain Sebaa,1100000
2,124,3,1,Belvédère,1300000
1,83,3,1,Errahma,520000
2,126,3,2,Maarif,2200000
1,67,2,1,Oulfa,580000
1,101,2,2,Aïn Borja,990000
2,76,2,1,Hay Hassani,580000
1,56,2,1,Bournazil,520000
2,100,3,1,Oulfa,880000
1,86,2,1,Sidi Maarouf,820000
2,59,2,1,Sidi Maarouf,510000
2,68,2,1,Maarif,1295000
2,70,2,1,Sidi Maarouf,700000
1,69,1,1,Sidi Maarouf,535000
1,75,2,1,Oulfa,580000
1,58,2,1,Aïn Chock,400000
2,169,3,2,Hermitage,1690000
2,146,3,2,Aïn Borja,1200000
2,92,2,2,Quartier des Hôpitaux,1104000
2,146,3,2,Quartier des Hôpitaux,1890000
2,135,3,1,Quartier des Hôpitaux,1700000
2,86,3,1,2 Mars,1300000
1,67,2,1,Oulfa,420000
1,100,2,1,Aïn Chock,950000
1,84,2,2,Beauséjour,1100000
1,125,2,1,Aïn Diab,2850000
2,98,3,2,Ain Sebaa,1050000
1,60,2,1,Sbata,450000
1,60,2,1,Oulfa,400000
1,47,1,1,Les Princesses,1260000
1,82,1,1,Aïn Borja,900000
1,78,3,1,Ain Sebaa,800000
1,106,3,2,Aïn Chock,920000
2,113,2,1,Maârif Extension,1600000
2,204,2,2,Ain Sebaa,1000000
2,97,2,2,Ain Sebaa,820000
1,57,2,1,Sidi Maarouf,570000
1,60,2,1,Sidi Maarouf,580000
3,142,3,2,Maarif,1800000
2,68,2,1,Maarif,1100000
2,119,2,1,Sidi Maarouf,1060000
2,126,3,2,Maarif,2200000
3,111,3,1,Laimoune,1720000
2,81,2,1,Oasis,1270000
2,104,3,2,Oasis,1600000
1,82,2,1,Oulfa,850000
1,65,3,1,Oulfa,450000
1,65,2,1,Sidi Maarouf,820000
1,100,2,1,Hay Hassani,740000
1,94,2,1,Oasis,846000
2,122,3,1,Quartier des Hôpitaux,1650000
1,78,2,1,Ain Sebaa,730000
3,144,3,1,Bourgogne,2850000
2,87,3,1,Sbata,739000
1,80,2,1,Ain Sebaa,600000
1,90,2,2,Aïn Borja,830000
1,40,1,1,Maarif,880000
2,97,2,1,Maarif,1700000
2,104,2,1,Sidi Maarouf,1190000
2,122,3,2,Bourgogne,1520000
1,82,2,2,Oulfa,640000
1,65,2,1,Ain Sebaa,470000
1,50,1,1,Maarif,800000
2,120,2,2,Abdelmoumen,1650000
2,98,2,1,Maarif,950000
1,107,2,1,Bourgogne,1150000
1,79,3,1,Aïn Borja,730000
1,90,3,1,Aïn Borja,790000
1,112,3,1,Aïn Borja,950000
2,91,3,3,Aïn Borja,850000
1,50,1,1,Palmier,800000
2,95,2,2,Sidi Maarouf,800000
1,54,2,1,Route d'Azemmour,470000
2,176,2,1,Bournazil,1250000
2,104,2,2,Ain Sebaa,930000
2,145,3,2,Ain Sebaa,1400000
1,105,3,1,Sidi Bernoussi,750000
2,104,2,1,Sidi Maarouf,1190000
1,82,2,1,Oulfa,650000
2,81,2,1,Oasis,1270000
3,111,3,1,Laimoune,1720000
2,92,2,1,Bourgogne,1050000
1,65,2,1,Oulfa,450000
2,156,3,2,2 Mars,2350000
2,107,2,1,2 Mars,1450000
2,129,3,1,La Gironde,1350000
1,71,3,1,Sidi Moumen,410000
1,45,1,1,Maarif,885000
2,80,2,1,Nassim,1100000
2,119,3,1,Aïn Borja,930000
1,106,3,2,Aïn Chock,1000000
2,111,2,1,Sidi Bernoussi,600000
1,74,1,1,Roches Noires,730000
2,143,3,1,Aïn Chock,2350000
1,91,2,2,Bourgogne,1050000
1,60,1,1,Aïn Chock,540000
1,123,2,1,Palmier,1450000
1,90,2,1,Bourgogne,950000
1,61,1,1,Racine,1200000
1,89,3,1,Anfa,950000
2,121,2,1,Derb Ghallef,1650000
2,170,2,2,2 Mars,2490000
1,86,3,1,Hay Albaraka,750000
2,112,3,1,Belvédère,1650000
1,58,2,1,Sidi Maarouf,600000
1,89,2,1,Gauthier,999999
1,72,2,1,Hay Hassani,400000
1,65,3,1,Oulfa,450000
1,82,2,1,Oulfa,650000
1,62,2,1,Sidi Moumen,400000
1,45,1,1,Maarif,1080000
1,45,1,1,Ain Sebaa,550000
2,150,3,2,Val Fleuri,2700000
2,97,3,1,Hay Hassani,1050000
2,117,2,1,Val Fleuri,1680000
1,75,2,2,Sidi Bernoussi,650000
2,126,3,1,Sidi Bernoussi,850000
1,51,1,1,Beauséjour,809000
1,67,2,1,Oulfa,580000
2,78,2,1,Sidi Maarouf,760000
2,126,3,1,Sidi Bernoussi,850000
1,180,4,3,Oulfa,1250000
1,69,1,1,Roches Noires,600000
1,58,1,1,2 Mars,800000
1,60,2,1,Oulfa,480000
1,108,4,1,Sidi Moumen,860000
2,96,2,1,Belvédère,1110000
1,112,3,1,Nassim,1100000
2,90,2,1,Beauséjour,1180000
1,90,2,2,Aïn Chock,920000
1,84,2,1,Roches Noires,750000
1,72,2,1,Sidi Moumen,580000
1,82,2,1,Oulfa,660000
1,82,2,1,Oulfa,850000
1,65,3,1,Oulfa,450000
2,112,2,2,Maarif,1500000
2,98,3,2,Oulfa,1250000
1,99,3,1,Californie,1250000
2,100,3,1,Palmier,1250000
2,112,2,1,Ben Ejdia,1350000
2,109,3,1,Belvédère,1210000
2,120,2,2,Hay Mohammadi,1250000
2,147,3,1,Bourgogne,2300000
2,92,3,1,Sidi Moumen,700000
2,86,2,1,Al Fida,950000
2,104,3,1,Hay Mohammadi,1160000
2,100,2,1,Bourgogne,690000
2,105,3,1,Maarif,1617000
2,40,2,1,Ain Sebaa,440000
2,105,3,1,Maârif Extension,1500000
2,108,3,1,Ain Sebaa,1177000
1,63,1,2,Al Mostakbal,410000
1,57,2,2,Sidi Maarouf,570000
1,74,3,1,Bourgogne,1250000
1,65,2,1,Autre secteur,400000
2,92,2,1,Bourgogne,1050000
2,154,3,3,Racine,2150000
1,67,2,1,Oulfa,580000
1,84,3,1,Sidi Bernoussi,750000
2,90,3,1,Laimoune,960000
2,117,3,1,Sidi Maarouf,1210000
1,86,2,1,Sidi Maarouf,785000
1,74,3,1,Sidi Moumen,460000
2,75,2,1,Maarif,1100000
1,70,2,1,Oulfa,620000
2,169,3,2,Val Fleuri,2670000
1,75,1,1,Derb Ghallef,875000
1,58,1,1,Bourgogne,680000
1,82,2,1,Oulfa,850000
1,62,2,1,Ain Sebaa,425000
1,65,3,1,Oulfa,450000
1,45,2,1,Maarif,750000
2,70,4,1,Hay Hassani,650000
1,57,2,1,Ain Sebaa,570000
1,107,3,1,Racine,1900000
2,121,3,1,La Gironde,1000000
2,79,2,1,Sidi Maarouf,980000
3,158,3,1,Alsace Lorraine,1600000
1,82,2,1,Ain Sebaa,750000
2,238,3,3,Centre Ville,2200000
1,85,2,2,Aïn Chock,950000
2,138,3,1,2 Mars,1780000
1,86,2,2,2 Mars,900000
1,58,2,1,Ben M'sick,560000
2,125,3,1,Bourgogne,1600000
2,134,3,1,Aïn Borja,990000
1,89,2,1,Oulfa,970000
2,78,2,1,Sidi Maarouf,750000
1,60,2,1,Hay Inara,530000
2,96,2,1,2 Mars,750000
1,65,3,1,Oulfa,450000
1,90,3,1,Hay Sadri,510000
1,80,2,2,Oulfa,750000
2,154,3,3,Racine,2150000
2,92,2,1,Bourgogne,1050000
2,126,3,2,Maarif,2200000
1,80,2,2,Oulfa,750000
2,107,3,1,Beauséjour,1225000
1,52,2,1,Oulfa,460000
1,60,2,1,Sidi Bernoussi,500000
1,55,2,1,Aïn Chock,520000
1,60,2,1,La Gironde,800000
2,128,2,1,2 Mars,1500000
1,41,1,1,Californie,630000
2,82,2,1,Sidi Bernoussi,560000
1,94,2,1,Aïn Diab,1500000
2,87,2,1,Mers Sultan,1050000
1,120,2,1,Sidi Maarouf,630000
2,101,2,1,Belvédère,830000
1,40,1,1,Anfa,1000000
2,96,2,1,Abdelmoumen,1350000
3,140,3,2,C.I.L,2200000
1,91,3,1,Oulfa,999000
2,85,3,1,Lissasfa,1400000
2,120,3,1,Ain Sebaa,1150000
1,68,2,1,Ben M'sick,490000
2,79,2,1,Sidi Maarouf,930000
3,141,3,1,Gauthier,2000000
2,110,2,2,Sidi Maarouf,880000
1,87,3,1,Route d'Azemmour,570000
1,67,2,1,Hay Mohammadi,650000
2,89,3,1,Ain Sebaa,890000
3,127,3,1,Ferme Bretone,2400000
1,56,2,1,Ain Sebaa,420000
1,71,2,1,Autre secteur,850000
2,114,3,1,Belvédère,1530000
2,82,2,1,Beauséjour,900000
2,125,3,1,Maarif,1900000
2,70,2,1,Lissasfa,580000
2,160,3,2,Les Princesses,1650000
1,103,2,1,Roches Noires,930000
1,67,2,1,Oulfa,580000
3,111,3,1,Laimoune,1720000
1,51,1,1,Beauséjour,809000
3,139,3,2,Californie,2000000
2,133,3,2,Val Fleuri,1550000
1,68,2,1,Sidi Moumen,440000
1,114,2,2,Bourgogne,1200000
3,150,3,3,Bourgogne,1300000
2,160,3,1,Bourgogne,1260000
2,99,2,2,Belvédère,1180000
2,126,2,1,Californie,2120000
1,60,2,1,Al Qods,570000
1,49,1,1,Maarif,1400000
1,82,2,1,Oulfa,850000
1,82,2,1,Oulfa,660000
1,65,3,1,Oulfa,450000
1,76,2,1,Bourgogne,1000000
2,137,3,1,Beauséjour,1450000
2,120,3,1,Californie,1800000
2,88,2,1,Al Qods,950000
2,105,2,1,Aïn Borja,1000000
2,130,2,1,2 Mars,1300000
2,120,3,1,Sidi Maarouf,1140000
1,57,2,1,Sidi Maarouf,570000
2,89,2,1,Sidi Moumen,660000
1,65,2,1,Aïn Chock,710000
1,85,3,1,Ain Sebaa,600000
1,65,2,1,Sidi Maarouf,520000
2,110,2,1,Beauséjour,2000000
1,59,2,1,Ain Sebaa,400000
2,166,3,3,Tantonville,2450000
2,78,2,1,Bourgogne,1250000
2,73,3,1,Lissasfa,876000
1,100,2,2,Hay Hassani,750000
1,78,2,1,Aïn Chock,850000
1,63,2,1,Oulfa,750000
2,125,3,1,Bourgogne,2300000
2,96,2,2,Ben M'sick,900000
3,111,3,1,Laimoune,1720000
2,92,2,1,Bourgogne,1050000
2,81,2,1,Sidi Bernoussi,840000
3,168,4,1,Anfa,500000
1,58,2,1,Ain Sebaa,540000
2,156,3,2,Palmier,2450000
1,49,2,2,Centre Ville,430000
1,112,2,2,Aïn Chock,950000
3,160,3,3,Californie,2500000
3,125,3,2,Californie,2600000
1,59,2,1,Ain Sebaa,590000
1,82,2,1,Oulfa,850000
1,60,2,1,Oulfa,480000
3,151,3,2,Maârif Extension,2050000
1,49,1,1,Bourgogne,1400000
2,106,3,3,Ain Sebaa,830000
2,180,2,3,Mers Sultan,1649998
1,85,2,2,Oulfa,670000
1,64,1,2,Maarif,700000
2,103,3,1,Aïn Chock,1050000
1,75,2,3,Belvédère,800000
1,66,2,1,Oulfa,600000
1,65,2,2,Roches Noires,700000
2,79,3,2,Ain Sebaa,890000
2,128,3,1,Bourgogne,1900000
1,63,1,1,Aïn Borja,455700
1,115,3,1,Al Qods,1380000
3,120,2,1,Maarif,2200000
1,64,2,1,Sbata,590000
1,62,2,1,Ain Sebaa,600000
2,164,2,1,Beauséjour,1550000
1,96,3,1,Aïn Chock,920000
1,53,2,1,Ain Sebaa,600000
2,127,2,2,Centre Ville,1400000
2,200,2,1,Ain Sebaa,850000
1,70,2,1,Aïn Borja,670000
2,168,3,3,La Gironde,1900000
2,82,3,1,Sidi Maarouf,950000
2,126,3,2,Maarif,2200000
2,81,2,1,Sidi Bernoussi,840000
1,51,1,1,Beauséjour,809000
1,57,2,1,Sidi Maarouf,580000
2,121,2,1,Maarif,1600000
2,108,3,1,Beauséjour,1250000
2,100,2,2,Sidi Bernoussi,620000
2,101,3,1,Sidi Bernoussi,1020000
2,146,3,2,Beauséjour,1850000
2,111,2,2,Bachkou,1520000
2,80,2,1,Sidi Maarouf,820000
1,51,1,1,Route d'Azemmour,750000
1,104,3,1,Maarif,1500000
1,95,3,1,Hay Hassani,750000
1,70,2,1,Sidi Othmane,600000
2,156,4,1,Ain Sebaa,1440000
2,134,2,1,Belvédère,1550000
2,78,2,2,Sidi Maarouf,750000
1,87,3,1,Sidi Moumen,620000
2,94,2,1,Belvédère,1140000
1,68,3,1,Ain Sebaa,560000
2,80,2,1,Sbata,660000
1,65,3,1,Oulfa,450000
1,82,2,1,Oulfa,660000
2,81,2,1,Ain Sebaa,1000000
2,82,3,1,Bachkou,1100000
1,102,2,1,Racine,1780000
1,87,2,1,Aïn Chock,750000
1,66,2,1,Bourgogne,700000
2,81,2,1,Val Fleuri,1420000
1,68,2,1,Oulfa,884000
2,87,2,1,Hay Moulay Rachid,720000
1,124,3,1,Hay Moulay Rachid,800000
2,96,3,2,Lissasfa,1080000
2,100,2,1,Belvédère,970000
1,129,3,1,Belvédère,1600000
2,100,3,1,Bourgogne,1400000
1,65,2,1,Roches Noires,750000
2,154,3,3,Racine,2150000
3,111,3,1,Laimoune,1720000
2,78,2,1,Sidi Maarouf,760000
2,81,2,2,Roches Noires,1150000
2,71,2,1,Ain Sebaa,745000
1,79,2,1,Oulfa,650000
2,90,2,1,Maârif Extension,1150000
3,189,3,2,2 Mars,2100000
2,79,2,1,Oulfa,770000
1,82,2,1,Sbata,480000
2,98,3,1,Maarif,930000
2,66,2,1,Ain Sebaa,490000
1,82,2,1,Oulfa,850000
1,65,3,1,Oulfa,450000
1,82,2,1,Oulfa,650000
1,56,2,1,Ain Sebaa,450000
1,70,2,1,Aïn Borja,660000
2,125,3,2,Bourgogne,1750000
2,90,2,1,Californie,1320000
1,84,3,1,Oulfa,750000
1,120,2,2,La Gironde,1350000
1,93,2,2,Hay Hassani,850000
2,100,2,2,Hay Hassani,1090000
2,89,2,1,Sidi Maarouf,890000
2,92,2,1,Sidi Maarouf,860000
2,89,2,1,Sidi Maarouf,890000
2,102,2,1,Sidi Maarouf,880000
1,46,1,1,Sidi Maarouf,450000
1,78,1,1,Casablanca Finance City,1250000
3,161,3,2,Quartier des Hôpitaux,2415000
1,56,2,1,Hay Hassani,550000
2,149,4,1,Sidi Maarouf,1350000
1,55,2,1,Ain Sebaa,469000
1,65,3,1,Oulfa,450000
2,71,2,1,Oulfa,850000
1,83,2,1,Oulfa,690000
1,134,2,1,Maarif,1200000
1,60,2,1,Oulfa,460000
2,78,2,1,Sidi Maarouf,760000
2,81,2,1,Sidi Bernoussi,840000
1,51,1,1,Beauséjour,809000
1,47,1,1,Sbata,460000
2,98,3,1,Les Princesses,1950000
1,75,2,1,Bournazil,400000
1,120,2,2,Oulfa,1600000
1,60,1,1,Autre secteur,1100000
2,98,3,2,Aïn Chock,880000
2,117,3,2,Sidi Moumen,860000
1,68,2,1,Anfa,950000
1,60,1,1,Sidi Belyout,2300000
2,165,3,1,2 Mars,2100000
1,109,2,2,Sbata,630000
1,68,2,1,Oulfa,650000
1,65,3,1,Oulfa,450000
1,82,2,1,Oulfa,850000
1,78,2,2,Hay Albaraka,600000
2,88,2,1,Hay Hassani,780000
2,124,2,2,Maarif,1550000
2,139,3,2,Sidi Maarouf,1200000
1,58,2,1,Sbata,560000
2,100,2,2,Quartier des Hôpitaux,1480000
5,64,7,2,Aïn Chock,1750000
2,160,1,2,Gauthier,2500000
2,198,3,2,Quartier des Hôpitaux,2500000
2,114,3,1,La Gironde,900000
1,60,2,1,Oulfa,480000
1,65,3,1,Oulfa,450000
2,168,3,1,Gauthier,2600000
2,97,2,1,Belvédère,1260000
2,94,2,1,Oulfa,940000
1,142,2,1,Belvédère,940000
2,132,3,2,Beauséjour,980000
3,201,4,2,Oulfa,2300000
2,112,3,2,Californie,1900000
1,60,2,1,Sidi Bernoussi,440000
2,220,3,2,Maarif,3000000
1,51,1,1,Beauséjour,809000
2,154,3,3,Racine,2150000
2,81,2,1,Sidi Bernoussi,840000
2,125,2,1,Belvédère,1280000
2,139,2,1,Quartier des Hôpitaux,1390000
2,84,2,2,2 Mars,770000
2,122,2,1,Mers Sultan,1800000
1,60,2,1,Sidi Moumen,420000
2,184,3,3,Les Princesses,2450000
2,200,2,1,2 Mars,950000
1,109,2,1,Ben M'sick,630000
2,75,2,1,Sidi Othmane,620000
1,60,2,1,Oulfa,480000
1,81,2,1,La Gironde,950000
2,98,2,1,Bourgogne,1450000
1,42,1,1,Belvédère,600000
1,90,2,2,Bourgogne,1200000
2,69,2,1,Ain Sebaa,870000
2,131,2,2,Val Fleuri,1900000
1,74,2,2,Sidi Maarouf,670000
2,110,3,2,Bourgogne,1470000
1,56,2,1,Hay Hassani,450000
1,65,1,2,Sbata,600000
2,163,3,1,Al Fida,1650000
2,72,2,1,Sidi Bernoussi,500000
2,265,3,1,Maarif,2360000
2,69,2,1,Oasis,1180000
1,76,2,2,Al Qods,690000
1,89,3,1,Sidi Bernoussi,800000
2,84,2,1,Autre secteur,950000
1,100,4,1,Oulfa,770000
1,61,2,1,Sidi Moumen,550000
2,150,4,2,Abdelmoumen,1400000
1,80,2,1,Hay Almassira 1,650000
1,68,2,1,Route d'Azemmour,670000
2,150,3,2,Ain Sebaa,1400000
1,60,2,1,Oulfa,540000
1,85,2,1,Sidi Bernoussi,480000
2,80,2,2,Sidi Othmane,420000
2,154,3,3,Racine,2150000
1,67,2,1,Oulfa,580000
2,108,2,1,Quartier des Hôpitaux,1300000
2,84,2,1,Anfa,1260000
1,68,2,1,Oulfa,650000
1,49,1,1,Bourgogne,1400000
1,65,3,1,Oulfa,450000
1,82,2,1,Oulfa,850000
1,60,2,1,Oulfa,480000
1,50,2,1,Oulfa,450000
1,45,1,1,Palmier,1000000
1,66,2,1,Bourgogne,820000
2,153,3,1,Oasis,3000000
2,91,3,1,Ain Sebaa,700000
2,90,2,1,Maarif,1290000
2,93,2,2,Aïn Borja,1600000
2,70,2,1,Sidi Maarouf,580000
2,70,2,2,Sidi Bernoussi,440000
1,65,3,1,Oulfa,450000
1,49,1,1,Bourgogne,1400000
1,64,2,1,Aïn Chock,580000
1,83,2,1,Oulfa,660000
2,93,3,2,Derb Omar,1040000
2,75,2,1,Sidi Maarouf,950000
2,260,3,2,Belvédère,1300000
1,78,2,1,Aïn Chock,800000
2,167,3,2,Maarif,2100000
1,82,2,1,Oulfa,850000
2,130,2,2,2 Mars,1400000
1,49,1,1,Bourgogne,1400000
1,65,2,1,Oulfa,450000
1,60,2,1,Oulfa,480000
2,146,3,1,Roches Noires,1400000
2,81,2,2,Oasis,1650000
2,93,2,2,Quartier des Hôpitaux,1390000
1,56,2,1,Oulfa,400000
1,63,1,1,Maarif,1200000
1,101,2,2,Aïn Borja,990000
2,81,2,1,Sidi Bernoussi,840000
2,126,3,2,Maarif,2200000
1,69,2,1,Anfa,850000
1,72,2,2,Ain Sebaa,700000
2,85,3,1,Oulfa,950000
2,127,3,1,Belvédère,1250000
1,114,3,2,Val Fleuri,1448000
2,82,2,1,Sidi Maarouf,820000
2,97,2,2,Aïn Borja,750000
2,150,3,2,Californie,1800000
2,102,3,2,Almaz,1550000
2,108,2,1,Quartier des Hôpitaux,1390000
2,80,2,1,Sidi Maarouf,820000
1,84,2,1,Sidi Bernoussi,460000
3,155,3,1,Palmier,2600000
2,171,3,2,Palmier,2800000
1,54,1,1,Bourgogne,1100000
1,81,2,1,Sidi Maarouf,720000
2,140,2,2,Val Fleuri,1750000
2,100,2,2,Bourgogne,1280000
2,165,3,2,Aïn Chock,2600000
2,119,2,2,Bournazil,1200000
1,60,2,2,Sidi Bernoussi,400000
2,90,3,2,Ain Sebaa,950000
2,92,2,1,Sidi Bernoussi,900000
1,61,2,1,Centre Ville,440000
1,121,3,2,Maarif,1350000
1,63,2,1,Ben M'sick,450000
2,181,3,2,Californie,2500000
1,101,3,2,Hay Albaraka,720000
1,85,2,1,Ain Sebaa,680000
2,79,3,1,Sidi Moumen,720000
2,89,2,1,Errahma,720000
1,74,2,1,Sidi Othmane,590000
2,129,3,2,Autre secteur,1290000
1,75,2,2,Hay Hassani,650000
2,199,3,1,Maarif,3000000
2,126,3,2,Maarif,2200000
1,67,2,1,Oulfa,580000
1,51,1,1,Beauséjour,809000
1,73,2,1,Aïn Borja,750000
1,63,1,1,Mers Sultan,850000
2,114,2,2,La Gironde,900000
3,77,5,2,Aïn Chock,1850000
1,69,2,1,Autre secteur,520000
1,60,2,1,Oulfa,400000
1,133,3,2,Sidi Maarouf,1250000
1,57,2,1,Centre Ville,550000
1,60,2,1,Ain Sebaa,670000
2,98,2,1,Maarif,2400000
1,66,2,1,Al Fida,780000
1,82,2,1,Oulfa,820000
1,120,2,2,Belvédère,1500000
1,65,3,1,Oulfa,450000
1,82,2,1,Oulfa,650000
2,110,3,1,Sidi Moumen,750000
1,64,2,1,Sidi Moumen,580000
2,76,2,1,Ben M'sick,860000
2,74,3,2,Ain Sebaa,790000
1,81,2,2,Al Madina Aljadida,750000
2,95,2,1,Errahma,900000
1,93,2,1,Quartier des Hôpitaux,1200000
2,101,3,1,Autre secteur,1500000
1,74,3,1,Sidi Maarouf,580000
2,70,2,1,La Gironde,770000
1,83,2,1,Bourgogne,1060000
1,62,2,1,Ain Sebaa,620000
1,58,2,1,Aïn Chock,400000
1,75,2,2,Sidi Moumen,590000
1,61,2,1,Sidi Moumen,400000
2,128,2,1,Val Fleuri,2500000
1,69,2,1,Sidi Maarouf,620000
1,68,2,1,Sidi Maarouf,660000
1,59,2,1,Sidi Othmane,480000
2,88,2,1,Oasis,1380000
1,51,1,1,Beauséjour,809000
1,101,2,2,Aïn Borja,990000
2,92,2,1,Bourgogne,1050000
1,104,3,1,Centre Ville,920000
1,56,2,1,Ain Sebaa,480000
2,117,3,1,Oulfa,1590000
1,96,2,1,Sidi Bernoussi,500000
2,86,2,1,Roches Noires,800000
1,78,2,1,Bourgogne,1200000
3,137,3,1,Roches Noires,1230000
2,64,4,2,Sbata,1600000
1,77,2,1,Route d'El Jadida,1100000
1,74,2,2,Sbata,500000
1,69,1,1,Autre secteur,699999
1,66,3,1,Californie,760000
2,179,3,2,Bourgogne,2500000
2,118,2,2,Fonciere,1180000
1,230,2,2,Oulfa,580000
2,100,2,2,Oasis,1300000
2,78,3,1,Sbata,470000
2,107,2,1,Oulfa,830000
1,102,2,1,Belvédère,730000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
1,92,2,1,Sidi Bernoussi,650000
1,40,1,1,Centre Ville,1500000
1,50,1,1,Aïn Chock,500000
1,145,3,1,Sidi Bernoussi,1000000
2,114,3,2,Californie,1675000
1,65,3,1,Oasis,760000
1,98,2,2,Oulfa,950000
2,130,2,2,Bourgogne,1720000
2,70,2,1,Maarif,1300000
2,80,2,1,Laimoune,1240000
2,53,2,1,Sidi Maarouf,530000
3,121,3,1,Ferme Bretone,2100000
1,68,2,1,Oulfa,650000
1,65,3,1,Oulfa,450000
2,80,2,2,Sidi Othmane,420000
2,154,3,3,Racine,2150000
2,78,2,1,Sidi Maarouf,760000
1,68,2,1,Sidi Maarouf,750000
2,86,3,1,Aïn Chock,860000
2,135,3,1,Bourgogne,2400000
2,86,2,1,Oulfa,816000
2,145,3,1,Maarif,1740000
2,77,2,1,Sidi Bernoussi,780000
1,56,2,1,Ain Sebaa,440000
2,137,3,1,Val Fleuri,1760000
1,68,3,1,Errahma,420000
3,125,3,1,Les Princesses,2500000
1,63,2,1,Derb Ghallef,670000
1,78,3,3,Sidi Bernoussi,750000
2,111,4,1,Quartier des Hôpitaux,1680000
1,87,2,2,Aïn Chock,780000
5,122,8,4,Aïn Chock,2600000
1,100,2,1,Oulfa,1032000
2,70,2,2,Sidi Moumen,420000
2,92,2,1,Riviera,1800000
2,100,3,1,Sidi Moumen,650000
2,98,3,1,Autre secteur,860000
1,51,2,1,Ain Sebaa,550000
1,67,2,1,Al Fida,650000
2,250,4,3,Sidi Bernoussi,1250000
1,59,1,1,Sidi Bernoussi,565000
2,67,2,2,Oulfa,470000
2,110,1,2,Hay Sadri,1160000
2,110,2,2,Californie,1620000
2,110,2,2,Belvédère,1300000
3,214,3,2,Anfa,2590000
1,83,2,2,Aïn Chock,830000
1,102,3,1,Aïn Chock,880000
1,82,2,1,Oulfa,820000
1,65,3,1,Oulfa,450000
1,68,2,1,Oulfa,650000
1,76,3,1,Oulfa,730000
2,80,2,2,Sidi Othmane,420000
1,51,1,1,Beauséjour,809000
2,78,2,1,Sidi Maarouf,760000
1,57,2,1,Oulfa,560000
1,64,2,1,Sidi Moumen,430000
2,211,4,3,Oulfa,1100000
2,121,2,1,Maarif,2550000
1,68,2,1,Oulfa,650000
1,65,2,1,Oulfa,450000
2,116,3,1,Maarif,1501500
1,55,2,1,Oulfa,400000
2,120,3,1,Hay Hassani,540000
2,128,3,1,Oulfa,1600000
2,125,3,2,Bourgogne,1400000
2,67,2,1,Al Fida,570000
2,183,3,3,2 Mars,2600000
3,139,3,2,Racine,2700000
1,81,2,1,Sidi Maarouf,760000
1,84,2,1,Hay Hassani,840000
1,63,1,1,Maarif,955500
3,154,3,2,Maarif,2000000
2,109,3,2,Oasis,1500000
1,58,1,1,Palmier,1075000
2,133,3,1,Sidi Maarouf,1600000
1,91,2,1,Maarif,1190000
2,54,1,1,Sidi Bernoussi,500000
1,60,2,1,Ben M'sick,400000
2,161,3,2,Quartier des Hôpitaux,2400000
2,69,2,1,Quartier des Hôpitaux,945000
2,88,2,1,2 Mars,1250000
1,69,2,1,Aïn Borja,700000
2,84,3,1,Sidi Othmane,750000
1,76,2,1,Hay Albaraka,450000
2,95,2,2,Roches Noires,970000
3,130,3,1,Californie,2280000
2,103,3,1,Hay Hassani,1200000
2,70,2,1,Al Qods,730000
2,87,2,1,Beauséjour,1100000
1,67,2,1,Oulfa,580000
2,78,2,1,Sidi Maarouf,760000
3,111,3,1,Laimoune,1720000
2,131,2,1,Almaz,1550000
1,105,2,1,Beauséjour,1200000
1,78,2,2,Aïn Borja,570000
2,71,2,1,Californie,990000
1,54,2,1,Sidi Moumen,470000
1,105,2,2,Beauséjour,1500000
2,124,2,1,Californie,1350000
1,98,3,1,Errahma,750000
2,126,3,1,Maarif,1360000
1,60,2,1,Hay Moulay Rachid,400000
2,95,3,2,Sidi Maarouf,950000
